seed,nside,scenario,level,method,A_add,A_mult,dA_add,dA_mult,bias_contaminated,bias_recovered,improvement
13,64,combined,low,MCMC-comb,0.038447,0.0360713,0.00526964,0.0133495,0.438566,0.273718,1.60225
13,64,additive,medium,OLS,0.0961174,0,0.0239712,0,1.92282,0.360017,5.34093
13,64,additive,medium,ISD-1,0.0961174,0,0.0612,0,1.92282,0.231114,8.3198
13,64,additive,medium,ISD-3,0.0961174,0,0.0561205,0,1.92282,0.292236,6.5797
13,64,additive,medium,ElasticNet,0.0961174,0,0.0243141,0,1.92282,0.344816,5.57638
13,64,additive,medium,MCMC-add,0.0961174,0,0.0239481,0,1.92282,0.410056,4.68918
13,64,additive,medium,MCMC-comb,0.0961174,0,0.0235809,0.00961907,1.92282,0.321477,5.98122
13,64,multiplicative,medium,OLS,0,0.0901784,0.0221608,0.0901784,0.950391,1.01987,0.931878
13,64,multiplicative,medium,ISD-1,0,0.0901784,0,0.0901784,0.950391,0.950391,1
13,64,multiplicative,medium,ISD-3,0,0.0901784,0.0199521,0.0901784,0.950391,0.955817,0.994324
13,64,multiplicative,medium,ElasticNet,0,0.0901784,0.0109597,0.0901784,0.950391,0.984444,0.965409
13,64,multiplicative,medium,MCMC-add,0,0.0901784,0.0221837,0.0901784,0.950391,1.39065,0.683415
13,64,multiplicative,medium,MCMC-comb,0,0.0901784,0.0216546,0.0253858,0.950391,0.733779,1.2952
13,64,combined,medium,OLS,0.0961174,0.0901784,0.0238014,0.0901784,2.61173,0.622095,4.19829
13,64,combined,medium,ISD-1,0.0961174,0.0901784,0.0613667,0.0901784,2.61173,0.997589,2.61805
13,64,combined,medium,ISD-3,0.0961174,0.0901784,0.0549391,0.0901784,2.61173,0.951257,2.74556
13,64,combined,medium,ElasticNet,0.0961174,0.0901784,0.0241393,0.0901784,2.61173,0.615179,4.24549
13,64,combined,medium,MCMC-add,0.0961174,0.0901784,0.0237772,0.0901784,2.61173,0.568924,4.59065
13,64,combined,medium,MCMC-comb,0.0961174,0.0901784,0.0229447,0.0163686,2.61173,0.286224,9.12479
13,64,additive,high,OLS,0.192235,0,0.0685331,0,8.52279,0.288026,29.5903
13,64,additive,high,ISD-1,0.192235,0,0.121016,0,8.52279,1.18485,7.19315
13,64,additive,high,ISD-3,0.192235,0,0.112315,0,8.52279,0.769984,11.0688
13,64,additive,high,ElasticNet,0.192235,0,0.069211,0,8.52279,0.366867,23.2312
13,64,additive,high,MCMC-add,0.192235,0,0.0685106,0,8.52279,1.11646,7.63377
13,64,additive,high,MCMC-comb,0.192235,0,0.0685075,0.00888852,8.52279,1.06806,7.97971
13,64,multiplicative,high,OLS,0,0.180357,0.0226895,0.180357,2.19883,2.12924,1.03269
13,64,multiplicative,high,ISD-1,0,0.180357,0,0.180357,2.19883,2.19883,1
13,64,multiplicative,high,ISD-3,0,0.180357,0.0198641,0.180357,2.19883,2.2547,0.975221
13,64,multiplicative,high,ElasticNet,0,0.180357,0.0164971,0.180357,2.19883,2.19024,1.00392
13,64,multiplicative,high,MCMC-add,0,0.180357,0.022712,0.180357,2.19883,2.62332,0.838187
13,64,multiplicative,high,MCMC-comb,0,0.180357,0.0223431,0.0861155,2.19883,0.595717,3.69107
13,64,combined,high,OLS,0.192235,0.180357,0.0681383,0.180357,10.1716,2.23435,4.55236
13,64,combined,high,ISD-1,0.192235,0.180357,0.12167,0.180357,10.1716,3.38308,3.0066
13,64,combined,high,ISD-3,0.192235,0.180357,0.111342,0.180357,10.1716,3.02372,3.36392
13,64,combined,high,ElasticNet,0.192235,0.180357,0.0688082,0.180357,10.1716,2.24394,4.5329
13,64,combined,high,MCMC-add,0.192235,0.180357,0.0681143,0.180357,10.1716,1.04537,9.73011
13,64,combined,high,MCMC-comb,0.192235,0.180357,0.0691438,0.0730266,10.1716,1.7356,5.86053
14,32,additive,low,OLS,0.041671,0,0.0153773,0,0.375688,0.385309,0.975031
14,32,additive,low,ISD-1,0.041671,0,0.0270825,0,0.375688,0.339327,1.10716
14,32,additive,low,ISD-3,0.041671,0,0.02665,0,0.375688,0.258025,1.45601
14,32,additive,low,ElasticNet,0.041671,0,0.0227714,0,0.375688,0.365383,1.02821
14,32,additive,low,MCMC-add,0.041671,0,0.0153856,0,0.375688,0.293118,1.2817
14,32,additive,low,MCMC-comb,0.041671,0,0.0160046,0.189955,0.375688,1.4598,0.257356
14,32,multiplicative,low,OLS,0,0.0638857,0.017466,0.0638857,0.232027,0.248296,0.934477
14,32,multiplicative,low,ISD-1,0,0.0638857,0.0132292,0.0638857,0.232027,0.414606,0.559632
14,32,multiplicative,low,ISD-3,0,0.0638857,0.0134586,0.0638857,0.232027,0.326387,0.710896
14,32,multiplicative,low,ElasticNet,0,0.0638857,0.00816069,0.0638857,0.232027,0.327169,0.709197
14,32,multiplicative,low,MCMC-add,0,0.0638857,0.0174566,0.0638857,0.232027,0.259512,0.89409
14,32,multiplicative,low,MCMC-comb,0,0.0638857,0.0174565,0.191177,0.232027,1.3702,0.169338
14,32,combined,low,OLS,0.041671,0.0638857,0.0149739,0.0638857,0.278688,0.313393,0.88926
14,32,combined,low,ISD-1,0.041671,0.0638857,0.0270501,0.0638857,0.278688,0.306758,0.908495
14,32,combined,low,ISD-3,0.041671,0.0638857,0.0266865,0.0638857,0.278688,0.352638,0.790295
14,32,combined,low,ElasticNet,0.041671,0.0638857,0.0227494,0.0638857,0.278688,0.347267,0.802518
14,32,combined,low,MCMC-add,0.041671,0.0638857,0.014982,0.0638857,0.278688,0.418334,0.666186
14,32,combined,low,MCMC-comb,0.041671,0.0638857,0.0150245,0.183786,0.278688,1.46735,0.189925
14,32,additive,medium,OLS,0.104178,0,0.037128,0,2.36208,0.357442,6.60828
14,32,additive,medium,ISD-1,0.104178,0,0.049019,0,2.36208,0.269285,8.77167
14,32,additive,medium,ISD-3,0.104178,0,0.0515255,0,2.36208,0.259124,9.11563
14,32,additive,medium,ElasticNet,0.104178,0,0.0482527,0,2.36208,0.37006,6.38295
14,32,additive,medium,MCMC-add,0.104178,0,0.0371429,0,2.36208,0.579949,4.0729
14,32,additive,medium,MCMC-comb,0.104178,0,0.0375174,0.176766,2.36208,1.58831,1.48716
14,32,multiplicative,medium,OLS,0,0.159714,0.0170719,0.159714,0.356128,0.381149,0.934353
14,32,multiplicative,medium,ISD-1,0,0.159714,0.0121398,0.159714,0.356128,0.34375,1.03601
14,32,multiplicative,medium,ISD-3,0,0.159714,0.0124687,0.159714,0.356128,0.313739,1.13511
14,32,multiplicative,medium,ElasticNet,0,0.159714,0.00746415,0.159714,0.356128,0.271757,1.31047
14,32,multiplicative,medium,MCMC-add,0,0.159714,0.0170617,0.159714,0.356128,0.340888,1.04471
14,32,multiplicative,medium,MCMC-comb,0,0.159714,0.0156601,0.17612,0.356128,1.23724,0.28784
14,32,combined,medium,OLS,0.104178,0.159714,0.036565,0.159714,2.20755,0.378729,5.82883
14,32,combined,medium,ISD-1,0.104178,0.159714,0.0485312,0.159714,2.20755,0.22387,9.86086
14,32,combined,medium,ISD-3,0.104178,0.159714,0.0504863,0.159714,2.20755,0.233678,9.44695
14,32,combined,medium,ElasticNet,0.104178,0.159714,0.0481473,0.159714,2.20755,0.444058,4.97131
14,32,combined,medium,MCMC-add,0.104178,0.159714,0.0365797,0.159714,2.20755,0.583798,3.78136
14,32,combined,medium,MCMC-comb,0.104178,0.159714,0.0363026,0.166933,2.20755,1.47606,1.49557
14,32,additive,high,OLS,0.208355,0,0.0828478,0,9.81258,0.340403,28.8263
14,32,additive,high,ISD-1,0.208355,0,0.10034,0,9.81258,1.48577,6.60437
14,32,additive,high,ISD-3,0.208355,0,0.10623,0,9.81258,1.2832,7.64694
14,32,additive,high,ElasticNet,0.208355,0,0.0915568,0,9.81258,0.345984,28.3613
14,32,additive,high,MCMC-add,0.208355,0,0.0828629,0,9.81258,0.510025,19.2394
14,32,additive,high,MCMC-comb,0.208355,0,0.0830706,0.136865,9.81258,1.31483,7.46302
14,32,multiplicative,high,OLS,0,0.319428,0.0164822,0.319428,0.3084,0.248191,1.24259
14,32,multiplicative,high,ISD-1,0,0.319428,0.0101817,0.319428,0.3084,0.228682,1.3486
14,32,multiplicative,high,ISD-3,0,0.319428,0.010822,0.319428,0.3084,0.259655,1.18773
14,32,multiplicative,high,ElasticNet,0,0.319428,0.00631037,0.319428,0.3084,0.35665,0.864712
14,32,multiplicative,high,MCMC-add,0,0.319428,0.0164708,0.319428,0.3084,0.241154,1.27885
14,32,multiplicative,high,MCMC-comb,0,0.319428,0.0141778,0.158995,0.3084,0.908712,0.339381
14,32,combined,high,OLS,0.208355,0.319428,0.081812,0.319428,9.96652,0.409988,24.3093
14,32,combined,high,ISD-1,0.208355,0.319428,0.105976,0.319428,9.96652,1.90063,5.2438
14,32,combined,high,ISD-3,0.208355,0.319428,0.0955392,0.319428,9.96652,1.56999,6.34813
14,32,combined,high,ElasticNet,0.208355,0.319428,0.0878906,0.319428,9.96652,0.425605,23.4173
14,32,combined,high,MCMC-add,0.208355,0.319428,0.081827,0.319428,9.96652,0.502147,19.8478
14,32,combined,high,MCMC-comb,0.208355,0.319428,0.0840901,0.177261,9.96652,1.38937,7.17341
14,64,additive,low,OLS,0.0420604,0,0.0137623,0,0.320944,0.368723,0.87042
14,64,additive,low,ISD-1,0.0420604,0,0.0226842,0,0.320944,0.384846,0.833955
14,64,additive,low,ISD-3,0.0420604,0,0.0243696,0,0.320944,0.304712,1.05327
14,64,additive,low,ElasticNet,0.0420604,0,0.0108901,0,0.320944,0.392145,0.818432
14,64,additive,low,MCMC-add,0.0420604,0,0.0137844,0,0.320944,0.388106,0.82695
14,64,additive,low,MCMC-comb,0.0420604,0,0.0135609,0.0190702,0.320944,0.243366,1.31877
14,64,multiplicative,low,OLS,0,0.0619049,0.0309866,0.0619049,0.323022,0.290295,1.11274
14,64,multiplicative,low,ISD-1,0,0.0619049,0,0.0619049,0.323022,0.323022,1
14,64,multiplicative,low,ISD-3,0,0.0619049,0.00589944,0.0619049,0.323022,0.322665,1.00111
14,64,multiplicative,low,ElasticNet,0,0.0619049,0.0212172,0.0619049,0.323022,0.236483,1.36594
14,64,multiplicative,low,MCMC-add,0,0.0619049,0.0310103,0.0619049,0.323022,0.293147,1.10191
14,64,multiplicative,low,MCMC-comb,0,0.0619049,0.0305101,0.0142557,0.323022,0.515473,0.626652
14,64,combined,low,OLS,0.0420604,0.0619049,0.0133706,0.0619049,0.445316,0.572298,0.77812
14,64,combined,low,ISD-1,0.0420604,0.0619049,0.022765,0.0619049,0.445316,0.52331,0.850961
14,64,combined,low,ISD-3,0.0420604,0.0619049,0.0245314,0.0619049,0.445316,0.541485,0.822397
14,64,combined,low,ElasticNet,0.0420604,0.0619049,0.00992077,0.0619049,0.445316,0.599029,0.743396
14,64,combined,low,MCMC-add,0.0420604,0.0619049,0.0133928,0.0619049,0.445316,0.151976,2.93017
14,64,combined,low,MCMC-comb,0.0420604,0.0619049,0.012918,0.0176014,0.445316,0.266183,1.67297
14,64,additive,medium,OLS,0.105151,0,0.0171856,0,2.18363,0.512817,4.25811
14,64,additive,medium,ISD-1,0.105151,0,0.0510083,0,2.18363,0.258781,8.43814
14,64,additive,medium,ISD-3,0.105151,0,0.0512902,0,2.18363,0.227029,9.61828
14,64,additive,medium,ElasticNet,0.105151,0,0.0203052,0,2.18363,0.50724,4.30492
14,64,additive,medium,MCMC-add,0.105151,0,0.017165,0,2.18363,0.445521,4.90129
14,64,additive,medium,MCMC-comb,0.105151,0,0.0176723,0.0136446,2.18363,0.550667,3.96543
14,64,multiplicative,medium,OLS,0,0.154762,0.0305319,0.154762,0.459137,0.396634,1.15759
14,64,multiplicative,medium,ISD-1,0,0.154762,0,0.154762,0.459137,0.459137,1
14,64,multiplicative,medium,ISD-3,0,0.154762,0.00454949,0.154762,0.459137,0.39512,1.16202
14,64,multiplicative,medium,ElasticNet,0,0.154762,0.0205968,0.154762,0.459137,0.403917,1.13671
14,64,multiplicative,medium,MCMC-add,0,0.154762,0.0305556,0.154762,0.459137,0.212298,2.1627
14,64,multiplicative,medium,MCMC-comb,0,0.154762,0.0291006,0.0389564,0.459137,1.53635,0.298849
14,64,combined,medium,OLS,0.105151,0.154762,0.0173187,0.154762,1.93815,0.943632,2.05392
14,64,combined,medium,ISD-1,0.105151,0.154762,0.0508591,0.154762,1.93815,0.518371,3.73893
14,64,combined,medium,ISD-3,0.105151,0.154762,0.0487578,0.154762,1.93815,0.619141,3.13038
14,64,combined,medium,ElasticNet,0.105151,0.154762,0.0220936,0.154762,1.93815,0.932242,2.07902
14,64,combined,medium,MCMC-add,0.105151,0.154762,0.0172975,0.154762,1.93815,0.851451,2.27629
14,64,combined,medium,MCMC-comb,0.105151,0.154762,0.0175363,0.0293811,1.93815,0.808333,2.39771
14,64,additive,high,OLS,0.210302,0,0.0640849,0,9.06535,0.884302,10.2514
14,64,additive,high,ISD-1,0.210302,0,0.0957589,0,9.06535,1.45987,6.20968
14,64,additive,high,ISD-3,0.210302,0,0.0970808,0,9.06535,1.27235,7.1249
14,64,additive,high,ElasticNet,0.210302,0,0.0662818,0,9.06535,0.802273,11.2996
14,64,additive,high,MCMC-add,0.210302,0,0.0640624,0,9.06535,1.04807,8.6496
14,64,additive,high,MCMC-comb,0.210302,0,0.0644171,0.0157076,9.06535,1.2403,7.309
14,64,multiplicative,high,OLS,0,0.309524,0.0297148,0.309524,0.122972,0.164537,0.747385
14,64,multiplicative,high,ISD-1,0,0.309524,0,0.309524,0.122972,0.122972,1
14,64,multiplicative,high,ISD-3,0,0.309524,0,0.309524,0.122972,0.122972,1
14,64,multiplicative,high,ElasticNet,0,0.309524,0.0182502,0.309524,0.122972,0.118101,1.04124
14,64,multiplicative,high,MCMC-add,0,0.309524,0.0297386,0.309524,0.122972,0.591762,0.207807
14,64,multiplicative,high,MCMC-comb,0,0.309524,0.0299226,0.108874,0.122972,1.04237,0.117974
14,64,combined,high,OLS,0.210302,0.309524,0.0648906,0.309524,8.89724,0.14592,60.9735
14,64,combined,high,ISD-1,0.210302,0.309524,0.0974195,0.309524,8.89724,1.70885,5.20657
14,64,combined,high,ISD-3,0.210302,0.309524,0.102736,0.309524,8.89724,1.49942,5.93378
14,64,combined,high,ElasticNet,0.210302,0.309524,0.0709918,0.309524,8.89724,0.238527,37.3007
14,64,combined,high,MCMC-add,0.210302,0.309524,0.0648678,0.309524,8.89724,1.18133,7.53153
14,64,combined,high,MCMC-comb,0.210302,0.309524,0.0675861,0.128025,8.89724,0.457559,19.445
14,128,additive,low,OLS,0.0422577,0,0.0884161,0,0.719896,0.653305,1.10193
14,128,additive,low,ISD-1,0.0422577,0,0.0308653,0,0.719896,0.622174,1.15706
14,128,additive,low,ISD-3,0.0422577,0,0.0263047,0,0.719896,0.671056,1.07278
14,128,additive,low,ElasticNet,0.0422577,0,0.0878955,0,0.719896,0.643127,1.11937
14,128,additive,low,MCMC-add,0.0422577,0,0.0884413,0,0.719896,3.14304,0.229044
14,128,additive,low,MCMC-comb,0.0422577,0,0.0882573,0.0228475,0.719896,2.38537,0.301796
14,128,multiplicative,low,OLS,0,0.0608519,0.105041,0.0608519,0.568479,0.600217,0.947124
14,128,multiplicative,low,ISD-1,0,0.0608519,0,0.0608519,0.568479,0.568479,1
14,128,multiplicative,low,ISD-3,0,0.0608519,0.000701294,0.0608519,0.568479,0.704839,0.806538
14,128,multiplicative,low,ElasticNet,0,0.0608519,0.101307,0.0608519,0.568479,0.625125,0.909386
14,128,multiplicative,low,MCMC-add,0,0.0608519,0.105067,0.0608519,0.568479,3.35237,0.169575
14,128,multiplicative,low,MCMC-comb,0,0.0608519,0.104715,0.037967,0.568479,2.70953,0.209807
14,128,combined,low,OLS,0.0422577,0.0608519,0.0853591,0.0608519,1.25416,1.10071,1.13941
14,128,combined,low,ISD-1,0.0422577,0.0608519,0.0277026,0.0608519,1.25416,1.20731,1.0388
14,128,combined,low,ISD-3,0.0422577,0.0608519,0.0275384,0.0608519,1.25416,1.26326,0.992797
14,128,combined,low,ElasticNet,0.0422577,0.0608519,0.0844964,0.0608519,1.25416,1.10035,1.13978
14,128,combined,low,MCMC-add,0.0422577,0.0608519,0.0853843,0.0608519,1.25416,2.60342,0.481736
14,128,combined,low,MCMC-comb,0.0422577,0.0608519,0.0845125,0.0411582,1.25416,1.82716,0.686399
14,128,additive,medium,OLS,0.105644,0,0.0591184,0,1.80004,0.959972,1.87509
14,128,additive,medium,ISD-1,0.105644,0,0.0582386,0,1.80004,1.08501,1.65901
14,128,additive,medium,ISD-3,0.105644,0,0.0586572,0,1.80004,1.05282,1.70973
14,128,additive,medium,ElasticNet,0.105644,0,0.0588273,0,1.80004,0.977671,1.84115
14,128,additive,medium,MCMC-add,0.105644,0,0.059143,0,1.80004,2.1584,0.833969
14,128,additive,medium,MCMC-comb,0.105644,0,0.0579351,0.0333923,1.80004,1.01754,1.76901
14,128,multiplicative,medium,OLS,0,0.15213,0.10107,0.15213,1.21446,1.3547,0.896482
14,128,multiplicative,medium,ISD-1,0,0.15213,0.00623643,0.15213,1.21446,1.248,0.97313
14,128,multiplicative,medium,ISD-3,0,0.15213,0.00894761,0.15213,1.21446,1.39377,0.871352
14,128,multiplicative,medium,ElasticNet,0,0.15213,0.098117,0.15213,1.21446,1.34568,0.90249
14,128,multiplicative,medium,MCMC-add,0,0.15213,0.101095,0.15213,1.21446,2.69735,0.450244
14,128,multiplicative,medium,MCMC-comb,0,0.15213,0.101247,0.0585269,1.21446,2.11254,0.574883
14,128,combined,medium,OLS,0.105644,0.15213,0.0529476,0.15213,2.36361,2.32305,1.01746
14,128,combined,medium,ISD-1,0.105644,0.15213,0.060307,0.15213,2.36361,2.19661,1.07603
14,128,combined,medium,ISD-3,0.105644,0.15213,0.0635525,0.15213,2.36361,2.24692,1.05193
14,128,combined,medium,ElasticNet,0.105644,0.15213,0.0519468,0.15213,2.36361,2.32366,1.01719
14,128,combined,medium,MCMC-add,0.105644,0.15213,0.0529714,0.15213,2.36361,0.906565,2.60722
14,128,combined,medium,MCMC-comb,0.105644,0.15213,0.0530204,0.0484533,2.36361,1.26873,1.86297
14,128,additive,high,OLS,0.211289,0,0.0246074,0,5.77665,10.2787,0.562001
14,128,additive,high,ISD-1,0.211289,0,0.11022,0,5.77665,1.18617,4.87002
14,128,additive,high,ISD-3,0.211289,0,0.125648,0,5.77665,1.3386,4.31543
14,128,additive,high,ElasticNet,0.211289,0,0.0246174,0,5.77665,10.2495,0.563603
14,128,additive,high,MCMC-add,0.211289,0,0.0246142,0,5.77665,0.837791,6.8951
14,128,additive,high,MCMC-comb,0.211289,0,0.0277161,0.0340723,5.77665,0.284569,20.2997
14,128,multiplicative,high,OLS,0,0.304259,0.0962094,0.304259,1.39445,2.32044,0.600941
14,128,multiplicative,high,ISD-1,0,0.304259,0.0188964,0.304259,1.39445,2.14152,0.651149
14,128,multiplicative,high,ISD-3,0,0.304259,0.0222791,0.304259,1.39445,2.27817,0.61209
14,128,multiplicative,high,ElasticNet,0,0.304259,0.0925024,0.304259,1.39445,2.36096,0.590626
14,128,multiplicative,high,MCMC-add,0,0.304259,0.0962337,0.304259,1.39445,2.30581,0.604755
14,128,multiplicative,high,MCMC-comb,0,0.304259,0.0979292,0.14383,1.39445,1.44001,0.968361
14,128,combined,high,OLS,0.211289,0.304259,0.0334956,0.304259,5.52937,3.10103,1.78308
14,128,combined,high,ISD-1,0.211289,0.304259,0.123677,0.304259,5.52937,2.67438,2.06754
14,128,combined,high,ISD-3,0.211289,0.304259,0.128508,0.304259,5.52937,2.84254,1.94523
14,128,combined,high,ElasticNet,0.211289,0.304259,0.0337301,0.304259,5.52937,3.10796,1.7791
14,128,combined,high,MCMC-add,0.211289,0.304259,0.0334897,0.304259,5.52937,0.899963,6.144
14,128,combined,high,MCMC-comb,0.211289,0.304259,0.0376878,0.155027,5.52937,1.25368,4.41051
15,32,additive,low,OLS,0.0381863,0,0.0139958,0,0.628271,0.266836,2.35453
15,32,additive,low,ISD-1,0.0381863,0,0.0236797,0,0.628271,0.178574,3.51828
15,32,additive,low,ISD-3,0.0381863,0,0.0244371,0,0.628271,0.21567,2.91311
15,32,additive,low,ElasticNet,0.0381863,0,0.0141288,0,0.628271,0.246606,2.54767
15,32,additive,low,MCMC-add,0.0381863,0,0.0140101,0,0.628271,0.383409,1.63864
15,32,additive,low,MCMC-comb,0.0381863,0,0.0138593,0.117333,0.628271,1.02933,0.610371
15,32,multiplicative,low,OLS,0,0.0381863,0.00504278,0.0381863,0.167722,0.124683,1.34519
15,32,multiplicative,low,ISD-1,0,0.0381863,0,0.0381863,0.167722,0.167722,1
15,32,multiplicative,low,ISD-3,0,0.0381863,0,0.0381863,0.167722,0.167722,1
15,32,multiplicative,low,ElasticNet,0,0.0381863,0,0.0381863,0.167722,0.167722,1
15,32,multiplicative,low,MCMC-add,0,0.0381863,0.00502574,0.0381863,0.167722,0.0798027,2.10171
15,32,multiplicative,low,MCMC-comb,0,0.0381863,0.00503443,0.10993,0.167722,0.764982,0.21925
15,32,combined,low,OLS,0.0381863,0.0381863,0.0140569,0.0381863,0.562622,0.251402,2.23794
15,32,combined,low,ISD-1,0.0381863,0.0381863,0.0236886,0.0381863,0.562622,0.204988,2.74466
15,32,combined,low,ISD-3,0.0381863,0.0381863,0.0244745,0.0381863,0.562622,0.234012,2.40424
15,32,combined,low,ElasticNet,0.0381863,0.0381863,0.0141891,0.0381863,0.562622,0.276234,2.03676
15,32,combined,low,MCMC-add,0.0381863,0.0381863,0.0140711,0.0381863,0.562622,0.254309,2.21235
15,32,combined,low,MCMC-comb,0.0381863,0.0381863,0.0137927,0.109376,0.562622,1.01029,0.55689
15,32,additive,medium,OLS,0.0954657,0,0.0404344,0,4.04999,0.186371,21.7308
15,32,additive,medium,ISD-1,0.0954657,0,0.0546938,0,4.04999,0.412314,9.82257
15,32,additive,medium,ISD-3,0.0954657,0,0.052493,0,4.04999,0.364856,11.1002
15,32,additive,medium,ElasticNet,0.0954657,0,0.0407678,0,4.04999,0.224042,18.077
15,32,additive,medium,MCMC-add,0.0954657,0,0.0404496,0,4.04999,0.372024,10.8864
15,32,additive,medium,MCMC-comb,0.0954657,0,0.0403608,0.113058,4.04999,1.19287,3.39517
15,32,multiplicative,medium,OLS,0,0.0954657,0.00486102,0.0954657,0.234229,0.270152,0.867024
15,32,multiplicative,medium,ISD-1,0,0.0954657,0,0.0954657,0.234229,0.234229,1
15,32,multiplicative,medium,ISD-3,0,0.0954657,0,0.0954657,0.234229,0.234229,1
15,32,multiplicative,medium,ElasticNet,0,0.0954657,0,0.0954657,0.234229,0.234229,1
15,32,multiplicative,medium,MCMC-add,0,0.0954657,0.00484372,0.0954657,0.234229,0.215548,1.08666
15,32,multiplicative,medium,MCMC-comb,0,0.0954657,0.00484953,0.100086,0.234229,0.692645,0.338166
15,32,combined,medium,OLS,0.0954657,0.0954657,0.0406355,0.0954657,3.82243,0.173249,22.0632
15,32,combined,medium,ISD-1,0.0954657,0.0954657,0.0582801,0.0954657,3.82243,0.476135,8.02804
15,32,combined,medium,ISD-3,0.0954657,0.0954657,0.0525645,0.0954657,3.82243,0.341016,11.209
15,32,combined,medium,ElasticNet,0.0954657,0.0954657,0.0409662,0.0954657,3.82243,0.210745,18.1377
15,32,combined,medium,MCMC-add,0.0954657,0.0954657,0.0406505,0.0954657,3.82243,0.546861,6.98977
15,32,combined,medium,MCMC-comb,0.0954657,0.0954657,0.0397441,0.0861539,3.82243,0.99434,3.84419
15,32,additive,high,OLS,0.190931,0,0.0843754,0,16.4339,0.268788,61.1409
15,32,additive,high,ISD-1,0.190931,0,0.115988,0,16.4339,1.84195,8.92202
15,32,additive,high,ISD-3,0.190931,0,0.108598,0,16.4339,1.50019,10.9546
15,32,additive,high,ElasticNet,0.190931,0,0.0850373,0,16.4339,0.268562,61.1924
15,32,additive,high,MCMC-add,0.190931,0,0.0843904,0,16.4339,0.729751,22.5199
15,32,additive,high,MCMC-comb,0.190931,0,0.0843981,0.0884494,16.4339,1.34137,12.2516
15,32,multiplicative,high,OLS,0,0.190931,0.00461306,0.190931,0.301693,0.279694,1.07865
15,32,multiplicative,high,ISD-1,0,0.190931,0,0.190931,0.301693,0.301693,1
15,32,multiplicative,high,ISD-3,0,0.190931,0,0.190931,0.301693,0.301693,1
15,32,multiplicative,high,ElasticNet,0,0.190931,0,0.190931,0.301693,0.301693,1
15,32,multiplicative,high,MCMC-add,0,0.190931,0.00459535,0.190931,0.301693,0.268538,1.12346
15,32,multiplicative,high,MCMC-comb,0,0.190931,0.0045211,0.119374,0.301693,0.762156,0.395842
15,32,combined,high,OLS,0.190931,0.190931,0.0848122,0.190931,16.1288,0.948941,16.9966
15,32,combined,high,ISD-1,0.190931,0.190931,0.115901,0.190931,16.1288,2.38088,6.77431
15,32,combined,high,ISD-3,0.190931,0.190931,0.1087,0.190931,16.1288,1.95821,8.2365
15,32,combined,high,ElasticNet,0.190931,0.190931,0.0854681,0.190931,16.1288,0.938169,17.1918
15,32,combined,high,MCMC-add,0.190931,0.190931,0.0848269,0.190931,16.1288,0.984776,16.3782
15,32,combined,high,MCMC-comb,0.190931,0.190931,0.0819266,0.0602455,16.1288,0.79692,20.2389
15,64,additive,low,OLS,0.038447,0,0.00786637,0,0.820994,0.543407,1.51083
15,64,additive,low,ISD-1,0.038447,0,0.0246424,0,0.820994,0.499379,1.64403
15,64,additive,low,ISD-3,0.038447,0,0.025386,0,0.820994,0.600755,1.3666
15,64,additive,low,ElasticNet,0.038447,0,0.00512583,0,0.820994,0.810261,1.01325
15,64,additive,low,MCMC-add,0.038447,0,0.007883,0,0.820994,0.286094,2.86966
15,64,additive,low,MCMC-comb,0.038447,0,0.00849573,0.0126261,0.820994,0.467094,1.75766
15,64,multiplicative,low,OLS,0,0.038447,0.0247694,0.038447,0.626074,0.577505,1.0841
15,64,multiplicative,low,ISD-1,0,0.038447,0,0.038447,0.626074,0.626074,1
15,64,multiplicative,low,ISD-3,0,0.038447,0,0.038447,0.626074,0.626074,1
15,64,multiplicative,low,ElasticNet,0,0.038447,0.0188783,0.038447,0.626074,0.753091,0.831339
15,64,multiplicative,low,MCMC-add,0,0.038447,0.024792,0.038447,0.626074,0.16228,3.85799
15,64,multiplicative,low,MCMC-comb,0,0.038447,0.0247381,0.0166541,0.626074,0.924076,0.677513
15,64,combined,low,OLS,0.038447,0.038447,0.00752756,0.038447,0.929147,0.773383,1.20141
15,64,combined,low,ISD-1,0.038447,0.038447,0.0246148,0.038447,0.929147,0.822184,1.1301
15,64,combined,low,ISD-3,0.038447,0.038447,0.024307,0.038447,0.929147,0.897641,1.0351
15,64,combined,low,ElasticNet,0.038447,0.038447,0.00517154,0.038447,0.929147,0.968961,0.958911
15,64,combined,low,MCMC-add,0.038447,0.038447,0.00754445,0.038447,0.929147,0.431125,2.15517
15,64,combined,low,MCMC-comb,0.038447,0.038447,0.00763435,0.0139605,0.929147,0.457888,2.0292
15,64,additive,medium,OLS,0.0961174,0,0.021508,0,3.93997,0.607068,6.49017
15,64,additive,medium,ISD-1,0.0961174,0,0.0610508,0,3.93997,0.430428,9.15361
15,64,additive,medium,ISD-3,0.0961174,0,0.0554209,0,3.93997,0.584711,6.73832
15,64,additive,medium,ElasticNet,0.0961174,0,0.024681,0,3.93997,0.6397,6.1591
15,64,additive,medium,MCMC-add,0.0961174,0,0.0214847,0,3.93997,0.660075,5.96898
15,64,additive,medium,MCMC-comb,0.0961174,0,0.0217283,0.012643,3.93997,0.902304,4.36657
15,64,multiplicative,medium,OLS,0,0.0961174,0.0245489,0.0961174,1.19361,1.10341,1.08175
15,64,multiplicative,medium,ISD-1,0,0.0961174,0,0.0961174,1.19361,1.19361,1
