k,mode,mock_id,n_galaxies,lrt_lambda,lrt_reject,lrt_correct,snr_a,snr_b,a_true,b_true,a_hat,b_hat,tp,fp
2,multiplicative,3,252516,822.3582987212885,True,True,"[1.0592855625537545, 0.782669600617908, 6.048605337569031, 4.744206278153142, 1.5040740251063753]","[10.12497052464494, 9.479438014009412, 7.2956768458009735, 0.6261181058336258, 0.9968921304835747]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.1939628256039105, 0.12390768035248194, 0.0, 0.0, 0.0]","[0.007662619532576959, 0.0055489962568304645, -0.04360634328442696, -0.03346281194294344, -0.01039718245742171]","[0.16967246320780377, 0.1068171015714662, -0.07570299256799407, -0.004932751204768528, -0.00922358512393809]",1.0,0.3333333333333333
2,multiplicative,4,244244,640.9584082724941,True,True,"[0.7629278326739355, 0.2448293562865823, 3.1006454953756273, 5.246347495891784, 2.208217322686335]","[4.969278327760551, 9.331711893629166, 0.4361282105374192, 4.220669759063504, 3.115679909567743]","[0.0, 0.0, 0.0, 0.0, 0.0]","[-0.06667052058737304, -0.18130936749134813, 0.0, 0.0, 0.0]","[-0.005854222743935, -0.0019184961708782681, 0.025547842255620325, 0.04187875792305231, 0.016995185122859816]","[-0.06413958775545248, -0.155721548278782, -0.005346524868375564, 0.06072971068902093, 0.03331595020658001]",1.0,0.6666666666666666
2,multiplicative,5,240677,177.3528039187895,True,True,"[3.047532749033214, 1.663811656546807, 2.916229968705282, 3.615324372289508, 0.9160284775904903]","[5.519163409579956, 5.182911370256462, 3.670573623959652, 4.9418670504365805, 0.7371134528042702]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.04961141977362135, -0.05659393596786554, 0.0, 0.0, 0.0]","[0.01751706128114094, 0.00934241378063098, -0.017723828470567943, 0.02065730629083988, -0.005494342215190076]","[0.06626326824977823, -0.04942290109942638, -0.033925106273830705, 0.041694511729879494, -0.006345253909315296]",1.0,0.6666666666666666
2,multiplicative,6,233484,156.90273423853068,True,True,"[0.2961584127725407, 0.8674751334686371, 0.6739815524474754, 1.914091271460164, 0.04602044167505595]","[5.9308488305648845, 5.201245483070958, 3.626991474875057, 3.2299644825597773, 0.7677936771033576]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.05772088539895497, 0.11338684820906224, 0.0, 0.0, 0.0]","[-0.0017846122693995618, -0.005286834250053873, 0.004105716493089123, 0.011524817232528668, -0.0002894457779675661]","[0.054692104131584325, 0.06385299492822265, 0.03349474877428274, 0.029213878437289783, 0.00774187735197337]",1.0,0.6666666666666666
2,multiplicative,7,241486,961.8704438017448,True,True,"[1.7629540601375977, 0.7990269794535938, 6.652705703811727, 1.8394088592812845, 1.0351192087458845]","[6.083416542068454, 7.536189123116012, 1.9917842195930568, 0.5265556658273282, 1.9772941873255463]","[0.0, 0.0, 0.0, 0.0, 0.0]","[-0.12980932237527743, -0.2118349351166139, 0.0, 0.0, 0.0]","[-0.011700308284221273, -0.005332794519435039, 0.04486469386934542, -0.01217109331327174, -0.006532555380055428]","[-0.11788583615811907, -0.158495986505859, 0.047363221264300606, 0.005651153360268224, -0.018656549100964207]",1.0,0.0
2,multiplicative,8,245312,114.79631350568525,True,True,"[0.7070116137355634, 0.5192120316547376, 4.138333180572765, 1.170156852037464, 1.878572492419779]","[3.760220970169154, 6.666264031149771, 1.2193473369183865, 2.6287808299822095, 0.1218449658780127]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.06264786944656375, -0.07486193325943036, 0.0, 0.0, 0.0]","[-0.004494770819655938, 0.0032540394905206833, -0.025842728620869913, -0.007487151035322987, -0.011458397706226352]","[0.02950484254832201, -0.07060065242126036, 0.010746366659604567, -0.02353387249753679, -0.0011722553955454034]",1.0,0.3333333333333333
2,multiplicative,9,222278,662.5220353904788,True,True,"[1.5771849437580172, 3.4147058875193275, 8.276470983829938, 4.25571876473756, 0.17608402113260127]","[1.7013493177787924, 9.878690678629273, 5.812429268356627, 0.7730230394893908, 0.5625739048697448]","[0.0, 0.0, 0.0, 0.0, 0.0]","[-0.007671127758639055, 0.24882997795887224, 0.0, 0.0, 0.0]","[0.009903276377768062, -0.021500900196793616, -0.054525387839468344, -0.027653265666762517, -0.0010699062079232915]","[0.021008420440587407, 0.19005050571879445, -0.048416173718127745, -0.008059460432071022, -0.01163180552400083]",0.5,0.3333333333333333
2,combined,0,244235,503.3233968367913,True,True,"[6.090514521800641, 6.743851095089764, 0.7703290804058204, 2.4438330335200242, 0.375726208563603]","[6.243259297731544, 6.44309413083495, 0.8070660566925417, 2.372948640300636, 2.19020282580523]","[-0.05395026835070856, 0.1805512652231566, 0.0, 0.0, 0.0]","[0.20953021794271406, 0.04758538913768311, 0.0, 0.0, 0.0]","[-0.043860952827171326, 0.1766628215851257, 0.009612653542045478, 0.02006272635416321, -0.004114351109137425]","[0.1543213132102145, 0.07989921444051697, -0.011937017290523981, 0.037363896858462115, -0.03381673683735438]",1.0,0.6666666666666666
2,combined,1,241780,121.30477759435053,True,True,"[12.665629751880756, 17.05151135285587, 0.23353716240223815, 3.6942514346057265, 2.1658554411346316]","[0.15749793830518688, 8.71054672272625, 2.3143729179788726, 2.3251546484253316, 3.0410125873555858]","[-0.09467123636480955, 0.1393706251460694, 0.0, 0.0, 0.0]","[0.005072177427518137, -0.10740484127435886, 0.0, 0.0, 0.0]","[-0.10365277434271492, 0.13284335859130736, 0.0018066094033760138, -0.029543334276406912, -0.01499025971778289]","[0.0025817215380658856, -0.08105172070699519, 0.026862447177294094, -0.029082965714887735, -0.029154882784067256]",1.0,1.0
2,combined,2,229078,67.28530703404431,True,True,"[7.767705495883968, 10.566731771496993, 4.738634839053464, 3.574486767120952, 1.6728903399754642]","[2.966215393337885, 2.355199139954977, 1.152207523654442, 3.265264876019819, 1.9908456117196218]","[-0.04616091669567478, -0.07052086966132029, 0.0, 0.0, 0.0]","[0.04876832397762646, -0.027820779510864316, 0.0, 0.0, 0.0]","[-0.048109196473823695, -0.0682668427435578, 0.0322882696607246, 0.02243137533508804, 0.011045677511327436]","[0.049979521956829115, -0.02007117666685963, -0.008844871468378906, 0.024222141829282832, 0.016919705066893418]",1.0,0.6666666666666666
2,combined,3,253762,794.861730312492,True,True,"[8.379061053950824, 9.286642166948212, 3.9959511168039255, 3.9140243046560452, 1.2574958011847448]","[3.4154321335649613, 0.8410741044263086, 4.637591041644492, 1.7929380719128267, 0.8854491729435096]","[0.1939628256039105, 0.12390768035248194, 0.0, 0.0, 0.0]","[0.20822073825802206, -0.018909329551211367, 0.0, 0.0, 0.0]","[0.19471439128622775, 0.11931428238497563, -0.04475642178938975, -0.0373789467086408, -0.011164132780300325]","[0.18485111551737243, -0.009379865047357588, -0.08578741026435185, -0.02597593992221585, -0.00831011392935308]",1.0,0.6666666666666666
2,combined,4,243320,1111.3366631893077,True,True,"[9.603758550719014, 19.40811617570637, 2.979915964972125, 5.037038828170682, 1.5538930225891154]","[3.11208101459579, 4.162483553893779, 0.5435451263423187, 3.1828884531257287, 1.4593781464119475]","[-0.06667052058737304, -0.18130936749134813, 0.0, 0.0, 0.0]","[-0.24260903243804366, -0.05918327160177793, 0.0, 0.0, 0.0]","[-0.07988191806668257, -0.18521904795260524, 0.02534999070002211, 0.04229508307329634, 0.013342970750060149]","[-0.18429148400181, -0.05884643058638515, -0.017174660370192486, 0.07430966319337588, 0.016998183345189963]",1.0,0.6666666666666666
2,combined,5,240616,257.865007678005,True,True,"[9.620061604229441, 7.728498644089811, 2.6057942293175325, 3.1234003565719433, 1.0640692574664905]","[3.906791912313398, 6.6129027457047425, 3.2960462198657927, 3.618886224902093, 0.38525129050422696]","[0.04961141977362135, -0.05659393596786554, 0.0, 0.0, 0.0]","[0.030148210171966332, -0.11755411217091707, 0.0, 0.0, 0.0]","[0.06567449738248181, -0.04602914864108772, -0.015836177037333123, 0.018936371810602662, -0.0060612086748975825]","[0.05310399414137207, -0.0916235862888395, -0.031267813094705374, 0.0437456440498141, -0.0033318058400564096]",1.0,0.6666666666666666
2,combined,6,233762,511.3885247313301,True,True,"[7.623416033878713, 14.788116286794706, 1.4185884923678531, 1.7285340509959282, 0.5715528886618779]","[3.8917303172796673, 3.9309667112839115, 2.752957783868352, 1.6538991926579956, 0.37905241087766123]","[0.05772088539895497, 0.11338684820906224, 0.0, 0.0, 0.0]","[0.020851472793568058, -0.18623679527547696, 0.0, 0.0, 0.0]","[0.05783652075677441, 0.11609787901521124, 0.008725888946013647, 0.011855805928364119, -0.0038738189396718093]","[0.062313992517616074, -0.13985863780976704, 0.030169286598168702, 0.015152268280657612, 0.0052489659661557634]",1.0,0.3333333333333333
2,combined,7,241564,269.3861141587622,True,True,"[17.110860070082282, 13.339079729168331, 2.4210358858907335, 1.8202581487978684, 1.7112099462745898]","[0.1809593945993873, 6.357834244422459, 4.519791690235839, 0.4910198739497629, 1.9827794207468008]","[-0.12980932237527743, -0.2118349351166139, 0.0, 0.0, 0.0]","[0.022521432458564944, -0.10915133918301166, 0.0, 0.0, 0.0]","[-0.1405476939153126, -0.21211857731892214, 0.04490265503338091, -0.015311514240926832, -0.0135763066908257]","[-0.0018920753874087648, -0.10307750560214259, 0.057577746698792634, -0.009651385584861791, -0.027467061704103547]",1.0,0.3333333333333333
2,combined,8,245236,162.05390523802998,True,True,"[8.606174220171518, 10.852876815957774, 3.13444013521512, 0.8948886871158301, 1.8516920461183477]","[4.1781245920361565, 5.239250194744582, 1.6616290800554236, 1.7140575698650946, 1.924520297039301]","[0.06264786944656375, -0.07486193325943036, 0.0, 0.0, 0.0]","[0.10072097015073307, -0.06365475407478961, 0.0, 0.0, 0.0]","[0.055993199113925175, -0.07123633789476816, -0.020874057968438837, -0.005611996353285274, -0.011282890077464264]","[0.05848160300758147, -0.061047890135575385, 0.01573353853254983, -0.02123559403593974, -0.016189030579762818]",1.0,0.3333333333333333
2,combined,9,222712,445.7193811117704,True,True,"[2.0925065934043667, 20.997961113714393, 6.9375847924856915, 3.2721854616699964, 0.3678125038425047]","[2.9645888062524666, 1.872897487464566, 0.29934462156253966, 1.9775069458445538, 0.45848562094973666]","[-0.007671127758639055, 0.24882997795887224, 0.0, 0.0, 0.0]","[0.20174712678903037, -0.093963323789116, 0.0, 0.0, 0.0]","[-0.014963496024316725, 0.2748566689035077, -0.05266099096626851, -0.03167760770624882, 0.0036349105973060335]","[0.14137097169731536, -0.0535679546080136, -0.008386290153849077, -0.07442953720320322, -0.01027171229118287]",1.0,0.6666666666666666
3,additive,0,231266,7.778080118758226,False,True,"[17.94396627317496, 16.604805573956003, 15.120290845916406, 4.891054627595476, 0.4167956644177675]","[0.29548425594150857, 0.6590114516813577, 0.9770886759082434, 2.5999530151632717, 0.8902106472450173]","[0.2361961714752195, 0.11149250800542286, -0.14548332263364863, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.23435041362844905, 0.11905149542884766, -0.14490315885160077, -0.03583713692662854, 0.0032343783156552667]","[-0.010025341724772735, 0.006630535158672815, -0.01127147962647623, -0.026949260857066868, -0.00857639954929243]",1.0,0.5
3,additive,1,231684,68.80157457450696,True,False,"[3.518249463535764, 13.103028934762252, 14.702418776096904, 0.12165320415697696, 0.14458185789816239]","[1.583245407979325, 0.9918747050569474, 2.6157904996440773, 1.545342601254018, 0.4124589364925921]","[0.03523757588638098, 0.1418699975864273, -0.11189400901200909, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.02550591311224862, 0.14527574123320838, -0.10670232109859945, 0.0010459023043230334, -0.000969433899659048]","[-0.02018183170585412, 0.015929652786217524, 0.051619962907560955, 0.015966486040796844, -0.00505722165001638]",1.0,0.0
3,additive,2,248298,1.3253998805175797,False,True,"[2.3274535310241284, 2.444645775780712, 11.25451589375214, 3.295381815044805, 0.26304692780171757]","[0.2574772499209748, 1.691956876858911, 0.2501262844176789, 0.2949850317639088, 0.4212195150068852]","[0.01495019891880212, -0.03320039037497186, -0.07916879359096, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.0168679578576304, -0.01789334629970863, -0.09735365510113927, -0.025887913245748358, -0.0019682585248809994]","[0.0021960393209549457, 0.013371232339171136, 0.002690438520860486, 0.0024892996038321435, -0.0036643708721695563]",1.0,0.5
3,additive,3,255424,-52.10169452561604,False,True,"[6.677755293011037, 12.119281089875738, 9.151960163005866, 1.0795878764832085, 0.9298056399250634]","[0.35660601585053514, 1.532556805570726, 0.667715330906944, 1.1148386065676181, 0.9330943211267125]","[0.20900700254792484, 0.12588809070812576, 0.12861663819875063, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.19074827798128138, 0.12044241376089991, 0.13614843646352823, 0.009215164979958806, 0.011449663210052594]","[-0.007917650528291135, 0.017276499350568127, 0.0176334311319155, 0.024182768286066036, 0.014452042733417029]",1.0,0.0
3,additive,4,244697,59.58490491932025,True,False,"[8.649614128020586, 2.2806085580703988, 4.8765634612679865, 0.028914998170591993, 0.01862196528009749]","[5.639354372983824, 0.5830691533825275, 0.9746254360697578, 0.5899096684855354, 0.5657471474113023]","[0.4401236655735646, -0.08220895841820706, 0.2960607476721739, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.4090318798801633, -0.06877614575454381, 0.2091117323327961, -0.0007572287765293204, -0.0006154815606649931]","[0.06864553426134819, -0.008087331140028728, 0.017374847130565568, 0.0147208420200324, 0.015598300964162624]",1.0,0.0
3,additive,5,246809,79.51279366887684,True,False,"[0.9491261895415163, 3.291665199487788, 10.82991949714805, 2.7673214927745384, 0.1841634184676102]","[2.543412529460606, 0.007761158134637461, 4.009579488797499, 5.196299020757753, 0.8175555157549286]","[0.005321485507284433, 0.023399668592064982, 0.039624928143642525, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[-0.006157064796435928, 0.021009661407703134, 0.07271535667279377, -0.017312748110996493, 0.0011059770759581714]","[-0.02411624601968221, 6.47304144287173e-05, 0.039024930618964504, -0.05090066239999268, 0.007052238438538507]",0.6666666666666666,0.5
3,additive,6,232033,-17.423254331550197,False,True,"[10.629060112757527, 2.6112020679228145, 10.215291611113933, 0.6561820194261514, 0.09351926304388278]","[0.8104407298168999, 1.3650052892469848, 1.5626615553091292, 0.5456085796353677, 0.020335093618188214]","[0.14113499148044925, 0.040316188592409666, -0.356986712545068, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.13684999184007532, 0.054180770509478816, -0.35526153807906075, 0.008841162229268784, 0.002028784941699258]","[0.012287629598136432, 0.036385735930921606, -0.033666042388230476, 0.017699842580594427, 0.00026527700536261765]",1.0,0.0
3,additive,7,237198,-27.521071263801787,False,True,"[11.593315270442082, 7.082217051328272, 1.2445297167380864, 2.691888987626278, 0.5498812846666283]","[3.6638893056000343, 1.4443656062131722, 1.6174088431734421, 2.2017943580683594, 1.8151882303581632]","[0.3434550373038034, -0.0975953168605654, 0.05169917571932925, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.340591711687702, -0.08875192090617491, 0.01845161141349233, 0.027393854510789524, 0.006385332923670529]","[0.06542258600620914, 0.020595659456313142, -0.026762402020075033, -0.02769899939964561, 0.06332133240190398]",0.6666666666666666,0.5
3,additive,8,249457,47.50735441850156,True,False,"[15.941479875111428, 23.586095471728076, 2.1481247118228284, 1.0407569555822587, 0.6036857704881474]","[0.6643340472675546, 0.3937452444411396, 1.0568754154589817, 3.407380900995411, 3.0107043924560646]","[0.1641935410469619, 0.23912268540905593, 0.027306100645592014, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.16397444662131067, 0.21657613130986433, 0.01841160389836287, -0.0069500643028925745, 0.0041668415827354]","[0.0206358160428227, -0.0066807189088033585, 0.017671590974825943, -0.05725671063518153, 0.025812344427123365]",1.0,0.0
3,additive,9,223838,-63.97383769322187,False,True,"[21.523193163953003, 8.374820637003582, 2.845138686490659, 0.5701123368864853, 0.4964507164602138]","[0.6899352825876967, 1.7672041370616556, 1.1065788398790934, 1.4225192895269878, 1.8305095344810638]","[-0.17816868711856199, -0.15135527656053252, -0.033201168010180575, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0]","[-0.19856464955022327, -0.16160936727705646, -0.02237041580271789, 0.004362334993878482, 0.004771601985589345]","[0.020661444330871505, -0.03745774105277615, -0.022475463102951253, 0.01646422613237987, -0.025574804360027917]",1.0,0.0
3,multiplicative,0,230330,933.5701111575454,True,True,"[2.7418440072450614, 0.04232565499861753, 1.8952193766627483, 6.025973111817146, 0.1890780792810133]","[7.210162679236689, 2.6650308254851853, 7.4520950613830585, 2.1514107586838347, 0.0013181261086835743]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.2361961714752195, 0.11149250800542286, -0.14548332263364863, 0.0, 0.0]","[-0.017743360459947188, 0.0002555840783572944, 0.012017813426458255, -0.03840668497328473, -0.0011557904910627194]","[0.16611521266069024, 0.06136309536077261, -0.11088280653994746, -0.02087181563726566, -2.6036354790754487e-05]",1.0,0.5
3,multiplicative,1,231628,255.66165801662646,True,True,"[2.6316464615318993, 1.6881434951367857, 0.12665644762009418, 0.8636310267922717, 0.8688153028234784]","[0.8431221988934533, 5.3399448900730215, 3.160909040724677, 1.2578499181703933, 0.05290904778061524]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.03523757588638098, 0.1418699975864273, -0.11189400901200909, 0.0, 0.0]","[-0.017612956525013383, -0.011003600371489132, 0.0008446147920972528, 0.005610804793535032, -0.005451391440206286]","[-0.006786498501149282, 0.11180765692684876, -0.026898925200048898, 0.010419812203270293, -0.0004146312926484321]",0.6666666666666666,0.0
3,multiplicative,2,248360,93.3390961815694,True,True,"[0.07523519458496451, 1.7059999923044555, 3.0211009157169406, 3.7133415538016945, 0.07017219805133088]","[2.1151612356085754, 0.9291982201273178, 4.860807466383501, 0.12503709583555825, 0.8118240692750067]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.01495019891880212, -0.03320039037497186, -0.07916879359096, 0.0, 0.0]","[0.0005432525186767144, 0.012780714042986524, -0.023195014843657876, -0.026604539976593913, -0.0004811567551267623]","[0.018555119750756667, -0.00762044144172713, -0.07041118718254319, 0.0010928998362564994, -0.006841997264121868]",0.6666666666666666,0.0
3,multiplicative,3,254147,1159.1467078826608,True,True,"[1.6671916521467771, 1.129678723924568, 5.047160446358205, 1.4705361586404457, 2.9468324772595285]","[4.270766275199432, 6.891782174933716, 4.096776917485819, 0.023887941251372828, 1.206191046095533]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.20900700254792484, 0.12588809070812576, 0.12861663819875063, 0.0, 0.0]","[0.010253472353012553, 0.007114798001172218, 0.031919059484276396, 0.00951598941921753, 0.017695482264563637]","[0.14385011565017297, 0.09281179426263245, 0.1278076391546576, -0.0002491312956211071, 0.018571222142918436]",1.0,0.0
3,multiplicative,4,237026,1884.7277710328908,True,True,"[1.7633754711699778, 0.979518403645028, 6.747447414542102, 0.016406700014848483, 0.18935260629802939]","[5.405645296106447, 0.4631791158276324, 1.9634914271815531, 0.5258123321852549, 1.5494460096625084]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.4401236655735646, -0.08220895841820706, 0.2960607476721739, 0.0, 0.0]","[0.013666125266150405, 0.007176858552780809, -0.05248990509239622, 0.00012569538335358704, -0.001438902663289817]","[0.2204247063071604, -0.0058954273074788, 0.061577224665414175, 0.008975627329883114, -0.03166531267846652]",0.3333333333333333,0.0
3,multiplicative,5,246398,127.20735150826658,True,True,"[1.2885999701182131, 0.037055832349536806, 5.6729955686151134, 2.410117009433399, 0.10456931066025354]","[1.6202533760738758, 1.0346598818324444, 4.826575486505082, 3.3538861453457685, 0.006149833620667505]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.005321485507284433, 0.023399668592064982, 0.039624928143642525, 0.0, 0.0]","[-0.00802435558553271, 0.0002371112569976451, 0.03674730503702419, -0.015429473577841591, 0.0006452377151683807]","[-0.015030615596646008, 0.009015801225789325, 0.07493346077867709, -0.03635739634792333, -6.38704385678891e-05]",0.3333333333333333,0.5
3,multiplicative,6,230421,1444.9377011845772,True,True,"[1.6570383090128438, 3.5753892941716763, 2.560143132258395, 0.11220588408798472, 0.07471949384258589]","[3.3587337237305697, 5.399251060553451, 4.121217973950506, 1.4052638314435444, 0.39907337262210973]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.14113499148044925, 0.040316188592409666, -0.356986712545068, 0.0, 0.0]","[-0.010889533307896607, 0.024461552613326918, 0.016977208713497227, 0.0007345428149899517, 0.0004839672005889094]","[0.0530908970614872, 0.075075123388211, -0.2037667582911468, -0.03884304538476906, -0.006110499032292056]",1.0,0.0
3,multiplicative,7,234513,1630.4499631786548,True,True,"[1.1621841716542087, 2.3425687726467275, 4.707559209413696, 3.956944916356827, 0.1105761793068228]","[16.99986861443252, 3.130682189446306, 2.5868279286010685, 1.7180847483038566, 0.8987179854356837]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.3434550373038034, -0.0975953168605654, 0.05169917571932925, 0.0, 0.0]","[-0.008482768183108136, 0.01647913323885595, -0.03317862973211333, 0.028788163607762155, 0.0007838310074427427]","[0.25394867203216825, -0.04647571420168008, 0.02304375239688375, -0.013845827615697817, -0.018816558359425667]",1.0,0.0
3,multiplicative,8,247924,997.6549578875438,True,True,"[1.8089779842561762, 0.18257065258437868, 1.1639982151100037, 0.33894636849707466, 1.787272285432418]","[4.014764614435043, 4.774320393173642, 1.2524466723084908, 3.328016624860854, 2.393858996833114]","[0.0, 0.0, 0.0, 0.0, 0.0]","[0.1641935410469619, 0.23912268540905593, 0.027306100645592014, 0.0, 0.0]","[0.012023701835985404, -0.0011970222426582744, -0.00754551156888623, -0.0021100532951111124, 0.011721289333156847]","[0.126536615199247, 0.16855379161743433, 0.02276388017743637, -0.034576855172358215, 0.03515419438038333]",0.6666666666666666,1.0
3,multiplicative,9,225188,583.374916813742,True,True,"[0.7441059270576694, 0.45627394646416936, 2.0334137786729687, 0.6399613112664022, 0.25214098892683273]","[5.530341919422755, 3.9455073636479385, 1.189623481813403, 0.8273867617879952, 0.5661632379809338]","[0.0, 0.0, 0.0, 0.0, 0.0]","[-0.17816868711856199, -0.15135527656053252, -0.033201168010180575, 0.0, 0.0]","[0.004601264373330251, 0.0027979193491184657, 0.012069063871889546, 0.0038943127709787392, 0.001477827592843699]","[-0.11367239466265358, -0.11588668490987852, -0.021607306570126442, -0.007972712685949158, -0.005602901151895062]",0.6666666666666666,0.0
3,combined,0,233383,982.0854824199996,True,True,"[22.322644593497227, 18.601023677427964, 20.0741436102009, 4.522268846832242, 0.00040088886967479373]","[0.2663078995848198, 1.327125385252307, 5.3284439926534475, 2.1248695478386175, 0.07038443800465741]","[0.2361961714752195, 0.11149250800542286, -0.14548332263364863, 0.0, 0.0]","[-0.031800667404401566, -0.04300948785018189, 0.3543628380320611, 0.0, 0.0]","[0.22575376762040616, 0.1238824223245389, -0.15662221389931497, -0.036322359199524965, 3.6210037278710677e-06]","[-0.005861449612453579, -0.019112415958741413, 0.20532431980765048, -0.03384799648337432, -0.0015905800206752155]",1.0,0.5
3,combined,1,232441,899.4667182363264,True,True,"[3.0966345699194173, 14.248203775352257, 14.002535044744686, 0.49199115356203815, 0.24936744651452256]","[0.42713378637095534, 2.349176414999769, 10.262875263764641, 1.3659248486041333, 0.5668286476256202]","[0.03523757588638098, 0.1418699975864273, -0.11189400901200909, 0.0, 0.0]","[0.03171847748335711, 0.009327663071226691, 0.21275312730438364, 0.0, 0.0]","[0.023337368552522473, 0.14202474324989955, -0.10223870705972123, 0.0037298054046842263, 0.0018736278821453632]","[-0.004036255740160852, 0.02394373587224253, 0.19645018062728645, 0.011788328940741971, 0.00561294746248113]",1.0,0.0
3,combined,2,248795,697.0355341946379,True,True,"[2.604825562752206, 2.8089844898302774, 11.564356692135107, 3.2359726899828187, 0.9972279573353089]","[11.17553308645188, 1.1558431725229912, 5.198777259490948, 0.06959647005304848, 0.7606463023377333]","[0.01495019891880212, -0.03320039037497186, -0.07916879359096, 0.0, 0.0]","[0.17645934665776256, -0.05963685673819899, -0.11865757124813925, 0.0, 0.0]","[0.02017991330868269, -0.02319191228113018, -0.10466302981075012, -0.024499998746816194, -0.007374630521157611]","[0.15271382616527132, -0.02774082573394442, -0.1354285233929848, 0.0006939357574671096, -0.007908094321880537]",1.0,0.5
3,combined,3,255762,568.994853248003,True,True,"[8.238323647859662, 7.632835369091673, 6.886782777347119, 0.8260608282687621, 0.784976859367149]","[0.30401386571763417, 4.096859596640068, 2.9698357338914247, 1.117906956298234, 0.28066421093460026]","[0.20900700254792484, 0.12588809070812576, 0.12861663819875063, 0.0, 0.0]","[0.04863026324974986, 0.12364803488403338, 0.09312050937350408, 0.0, 0.0]","[0.19853218946459422, 0.12409272983105003, 0.15032560815869517, 0.009135156278201606, 0.010294751456365853]","[0.01013976798907247, 0.13249796898575755, 0.1016039595513431, -0.019490770553416064, 0.006333282785725054]",1.0,0.0
3,combined,4,248125,480.7170280240116,True,True,"[10.180761264826186, 3.2801438444872737, 5.5443959261570885, 0.3974157906902506, 0.05565453351142699]","[3.587765933257849, 3.202724702487155, 7.44200416046565, 0.6505289327860108, 0.6099442943168765]","[0.4401236655735646, -0.08220895841820706, 0.2960607476721739, 0.0, 0.0]","[-0.036624700157205946, -0.15326080668654973, -0.14424185711448628, 0.0, 0.0]","[0.4028650617622388, -0.0717982939379392, 0.19548080613361718, 0.007560546172464861, 0.002102329653196257]","[0.040425540715044145, -0.09848058172608029, -0.11358770805652882, 0.018478013591002207, 0.01303481738172435]",1.0,0.0
3,combined,5,244512,1038.8248416323204,True,True,"[0.23226739402015453, 3.4155825248083396, 10.115873981954415, 1.9876733593998515, 0.40351101113624865]","[2.107403260627112, 7.705302310130016, 5.39839825295815, 1.182128640210762, 0.8160188196346465]","[0.005321485507284433, 0.023399668592064982, 0.039624928143642525, 0.0, 0.0]","[0.10159377909212315, -0.25196335756029936, -0.2171497545011294, 0.0, 0.0]","[-0.0015266421793765292, 0.022493333700398042, 0.07031748725418283, -0.013066896801972268, 0.0025219189385820547]","[0.03710301222446667, -0.18674376067782456, -0.11764502890329862, -0.027122195573864985, 0.010350906123164513]",1.0,0.0
3,combined,6,233883,315.13000860486864,True,True,"[8.519605115139477, 2.233744098720976, 10.422317432675225, 0.47248466036935993, 0.004280826704866744]","[4.573898345795267, 4.758702162041173, 0.18436054846465036, 2.196822570664367, 0.6420132736254727]","[0.14113499148044925, 0.040316188592409666, -0.356986712545068, 0.0, 0.0]","[0.08781041959634298, 0.18560947422325413, 0.08267711454356909, 0.0, 0.0]","[0.13355874129652034, 0.051596579173291184, -0.35866254127784525, 0.005603128796816292, 8.110011761513406e-05]","[0.0833599829758512, 0.13063679826985544, 0.007979302087491341, 0.03514255250171067, -0.014588300539545311]",1.0,0.5
3,combined,7,237973,117.32885242590237,True,True,"[19.41613015395943, 6.340429279841856, 1.9396524091372693, 2.756274418264333, 0.46073467534265145]","[3.2954878292064325, 5.7473954176412505, 1.968648633813385, 0.47848659976886204, 0.5217689401558024]","[0.3434550373038034, -0.0975953168605654, 0.05169917571932925, 0.0, 0.0]","[-0.15734783292474405, 0.07814791215344945, 0.08622448544277954, 0.0, 0.0]","[0.3381832354031362, -0.07984518927503247, 0.019811124477722125, 0.024001945484049464, 0.004755546277117282]","[-0.07290300967726993, 0.07498003948989108, 0.03658637207476141, -0.008111233360112664, -0.006119172681938545]",0.6666666666666666,0.5
